customerID,Churn,Genero,customer.SeniorCitizen,Pareja,Dependientes,customer.tenure,ServicioTelefono,LineasMultiples,ServicioInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,Contrato,FacturacionSinPapel,MetodoPago,account.Charges.Monthly,TotalFacturado,Cuentas_Diarias
2082-CEFLT,1,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,0,1,Electronic check,45.6,45.6,1.52
2082-OJVTK,1,1,0,1,1,29,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,0,1,Electronic check,89.2,2698.35,3.101551724137931
2085-BOJKI,0,1,0,1,0,17,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,1,1,Bank transfer (automatic),96.65,1588.25,3.11421568627451
2085-JVGAD,0,1,0,1,0,37,1,No,No,No,No,No,No,No,No,0,0,Bank transfer (automatic),20.35,697.65,0.6285135135135135
2087-QAREY,0,0,0,1,0,22,1,No,DSL,No,Yes,Yes,No,No,No,0,1,Mailed check,54.7,1178.75,1.7859848484848484
2088-IEBAU,0,0,0,0,0,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Electronic check,88.15,6148.45,3.0139460784313723
2091-GPPIQ,0,0,0,1,1,72,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,2,1,Electronic check,78.95,5730.15,2.652847222222222
2091-MJTFX,1,0,0,1,1,30,0,No,DSL,No,No,No,Yes,Yes,Yes,0,0,Credit card (automatic),51.2,1561.5,1.735
2091-RFFBA,1,0,1,0,0,31,1,Yes,Fiber optic,No,No,No,No,No,No,0,1,Electronic check,73.9,2217.15,2.3840322580645164
2096-XOTMO,0,0,0,1,1,16,1,No,No,No,No,No,No,No,No,0,0,Mailed check,19.35,275.9,0.5747916666666666
2097-YVPKN,0,1,0,0,0,65,1,Yes,No,No,No,No,No,No,No,2,0,Mailed check,25.75,1654.75,0.8485897435897436
2100-BDNSN,1,0,0,1,0,5,1,Yes,DSL,No,No,Yes,Yes,Yes,No,0,0,Bank transfer (automatic),67.95,350.3,2.3353333333333333
2101-RANCD,0,0,0,0,0,55,1,Yes,Fiber optic,No,No,No,No,No,No,0,1,Electronic check,73.1,4144.9,2.5120606060606057
2103-ZRXFN,0,1,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,0,0,Mailed check,50.75,50.75,1.6916666666666667
2105-PHWON,0,0,0,1,0,33,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,0,1,Credit card (automatic),95.0,3008.15,3.0385353535353534
2107-FBPTK,0,0,1,0,0,30,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,1,Electronic check,104.1,3121.1,3.4678888888888886
2108-GLPQB,0,1,0,1,0,25,1,Yes,DSL,No,No,Yes,No,No,No,0,0,Credit card (automatic),55.55,1405.3,1.8737333333333333
2108-XWMPY,1,1,0,0,0,3,0,No,DSL,Yes,Yes,No,No,No,No,0,1,Mailed check,35.45,106.85,1.1872222222222222
2108-YKQTY,1,0,0,0,0,4,1,No,DSL,No,Yes,No,No,No,No,0,0,Credit card (automatic),50.7,151.3,1.2608333333333335
2111-DWYHN,0,1,0,0,0,1,1,No,No,No,No,No,No,No,No,0,0,Mailed check,21.1,21.1,0.7033333333333334
2114-MGINA,1,0,0,0,0,14,1,No,Fiber optic,No,No,No,No,Yes,Yes,0,1,Mailed check,89.8,1129.1,2.688333333333333
2115-BFTIW,1,1,0,0,0,25,1,No,Fiber optic,No,No,No,No,No,No,0,0,Mailed check,70.95,1767.35,2.3564666666666665
2120-SMPEX,0,1,0,0,0,25,1,No,No,No,No,No,No,No,No,0,1,Mailed check,20.15,536.35,0.7151333333333334
2121-JAFOM,0,0,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Credit card (automatic),115.55,8312.4,3.848333333333333
2122-SZZZD,0,1,0,0,0,44,1,No,No,No,No,No,No,No,No,1,0,Credit card (automatic),19.5,835.5,0.6329545454545454
2122-YWVYA,0,0,0,0,0,18,1,No,Fiber optic,Yes,No,No,No,No,No,0,1,Electronic check,75.4,1380.4,2.5562962962962965
2123-AGEEN,0,0,1,0,0,7,1,No,Fiber optic,No,No,Yes,No,Yes,No,0,1,Electronic check,84.35,609.65,2.903095238095238
2123-VSCOT,0,0,0,1,1,59,1,Yes,DSL,No,No,Yes,Yes,Yes,No,2,1,Bank transfer (automatic),72.1,4194.85,2.3699717514124297
2126-GSEGL,0,0,0,1,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2,1,Bank transfer (automatic),84.8,5917.55,2.8178809523809525
2129-ALKBS,0,0,0,1,1,40,1,Yes,No,No,No,No,No,No,No,0,1,Electronic check,26.2,1077.5,0.8979166666666667
2133-TSRRM,0,0,0,0,1,34,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0,1,Bank transfer (automatic),105.35,3688.6,3.6162745098039215
2135-DQWAQ,0,0,0,0,0,5,1,No,Fiber optic,No,Yes,No,No,Yes,No,0,1,Mailed check,85.3,420.45,2.803
2135-RXIHG,1,1,0,0,0,1,1,No,DSL,No,No,No,No,No,No,0,1,Electronic check,45.65,45.65,1.5216666666666667
2137-DQMEV,0,1,0,1,1,68,0,No,DSL,Yes,Yes,No,No,Yes,No,1,0,Mailed check,44.8,2983.65,1.4625735294117648
2138-VFAPZ,0,0,0,1,1,14,1,No,No,No,No,No,No,No,No,2,1,Mailed check,19.7,263.65,0.6277380952380952
2139-FQHLM,0,1,0,0,0,19,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,0,0,Mailed check,89.95,1682.4,2.951578947368421
2141-RRYGO,1,0,0,0,0,4,1,No,DSL,No,Yes,No,No,Yes,Yes,0,1,Bank transfer (automatic),68.65,261.25,2.1770833333333335
2143-LJULT,0,0,0,1,0,67,1,Yes,No,No,No,No,No,No,No,2,1,Credit card (automatic),25.25,1733.15,0.8622636815920398
2144-BFDSO,0,0,1,1,0,50,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0,0,Bank transfer (automatic),108.75,5431.9,3.6212666666666666
2144-ESWKO,0,1,0,0,0,43,0,No,DSL,Yes,No,Yes,No,No,No,1,1,Credit card (automatic),35.2,1463.7,1.1346511627906977
2146-EGVDT,0,1,0,1,1,59,1,No,No,No,No,No,No,No,No,2,0,Credit card (automatic),19.3,1192.7,0.6738418079096046
2150-OEGBV,0,1,0,0,0,27,1,No,No,No,No,No,No,No,No,1,0,Bank transfer (automatic),20.1,562.6,0.6945679012345679
2150-UWTFY,1,0,0,1,1,22,1,No,DSL,Yes,Yes,Yes,No,No,No,0,0,Mailed check,61.15,1422.05,2.1546212121212123
2150-WLKUW,0,0,0,1,0,40,1,Yes,DSL,No,Yes,No,No,Yes,No,1,0,Bank transfer (automatic),63.9,2635.0,2.1958333333333333
2153-MREFK,1,0,0,1,0,37,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,1,1,Electronic check,99.2,3754.6,3.3825225225225224
2154-KVJFF,1,0,0,0,0,15,1,Yes,Fiber optic,No,Yes,No,No,No,No,0,1,Electronic check,79.75,1111.85,2.4707777777777777
2155-AMQRX,0,0,0,0,0,28,1,Yes,DSL,No,No,No,Yes,No,No,0,1,Credit card (automatic),54.9,1505.15,1.791845238095238
2157-MXBJS,1,1,0,1,0,13,1,Yes,DSL,No,No,Yes,No,Yes,Yes,1,1,Mailed check,75.3,989.45,2.5370512820512823
2159-TURXX,0,1,0,0,0,5,1,No,No,No,No,No,No,No,No,0,0,Credit card (automatic),20.05,95.55,0.637
2160-GPFXD,0,1,0,1,1,54,1,Yes,DSL,Yes,Yes,No,Yes,No,No,2,1,Credit card (automatic),65.65,3566.7,2.2016666666666667
2162-FRZAA,0,1,0,1,1,63,0,No,DSL,No,Yes,Yes,Yes,No,No,2,0,Bank transfer (automatic),39.35,2395.05,1.2672222222222222
2164-SOQXL,0,0,0,1,1,20,1,No,No,No,No,No,No,No,No,0,0,Mailed check,20.05,406.05,0.6767500000000001
2165-VOEGB,1,0,0,0,1,46,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,1,1,Bank transfer (automatic),105.2,4822.85,3.4948188405797103
2167-FQSTQ,0,0,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Electronic check,92.4,6786.1,3.141712962962963
2169-RRLFW,0,0,0,1,0,71,1,Yes,No,No,No,No,No,No,No,2,0,Credit card (automatic),25.6,1888.25,0.8865023474178404
2171-UDMFD,0,1,0,1,1,32,1,No,No,No,No,No,No,No,No,0,1,Credit card (automatic),19.45,674.55,0.70265625
2172-EJXVF,0,0,1,0,0,71,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,1,Electronic check,105.9,7521.95,3.531431924882629
2176-LVPNX,0,0,1,0,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,0,Mailed check,89.85,6293.45,2.9546713615023474
2176-OSJUV,0,1,0,1,0,71,1,Yes,DSL,Yes,Yes,No,Yes,No,No,2,0,Bank transfer (automatic),65.15,4681.75,2.1980046948356806
2178-PMGCJ,0,1,0,0,0,22,1,No,Fiber optic,No,No,No,No,No,No,0,1,Mailed check,69.7,1490.4,2.2581818181818183
2180-DXNEG,1,0,0,0,0,12,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,0,1,Electronic check,96.0,1062.1,2.9502777777777776
2181-TIDSV,0,1,0,1,1,68,1,No,No,No,No,No,No,No,No,2,1,Bank transfer (automatic),19.95,1303.25,0.6388480392156862
2181-UAESM,0,1,0,0,0,2,1,No,DSL,Yes,No,Yes,No,No,No,0,0,Electronic check,53.45,119.5,1.9916666666666667
2186-QZEYA,0,0,1,0,0,29,1,Yes,DSL,Yes,Yes,No,No,No,No,0,1,Bank transfer (automatic),58.55,1718.95,1.9758045977011496
2187-LZGPL,1,0,0,0,0,7,0,No,DSL,No,Yes,No,No,No,Yes,0,1,Credit card (automatic),40.1,293.3,1.3966666666666667
2187-PKZAY,0,1,0,0,0,12,1,No,Fiber optic,No,No,No,No,No,Yes,0,1,Bank transfer (automatic),79.95,1043.4,2.8983333333333334
2188-SXWVT,0,0,0,0,0,34,1,No,DSL,Yes,Yes,No,No,No,No,1,0,Mailed check,55.0,1885.15,1.848186274509804
2189-UXTKY,1,0,0,1,0,22,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,0,1,Electronic check,79.2,1742.75,2.640530303030303
2189-WWOEW,1,0,0,0,1,15,1,No,Fiber optic,No,Yes,No,No,No,Yes,0,1,Bank transfer (automatic),85.9,1269.55,2.821222222222222
2190-BCXEC,0,0,0,1,0,40,1,Yes,Fiber optic,No,No,No,Yes,No,No,0,1,Credit card (automatic),78.85,3126.85,2.6057083333333333
2190-PHBHR,0,0,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,2,1,Credit card (automatic),94.45,6921.7,3.2044907407407406
2192-CKRLV,0,0,0,1,0,72,0,No,DSL,Yes,Yes,Yes,No,No,Yes,2,1,Electronic check,49.2,3580.95,1.657847222222222
2192-OZITF,0,0,0,0,0,45,1,Yes,DSL,Yes,No,No,Yes,No,Yes,2,0,Mailed check,73.55,3349.1,2.480814814814815
2193-SFWQW,0,1,0,1,1,72,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,0,Bank transfer (automatic),111.95,8033.1,3.719027777777778
2194-IIQOF,0,0,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,0,Credit card (automatic),89.3,6388.65,2.9993661971830985
2195-VVRJF,0,1,1,1,0,18,1,No,DSL,Yes,No,No,No,No,Yes,0,1,Credit card (automatic),59.1,1011.05,1.8723148148148148
2195-ZRVAX,1,0,0,1,0,47,1,No,Fiber optic,No,No,Yes,No,No,Yes,0,1,Electronic check,85.3,4045.65,2.869255319148936
2197-OMWGI,0,0,1,1,1,68,0,No,DSL,No,Yes,Yes,No,Yes,Yes,2,1,Electronic check,53.0,3656.25,1.7922794117647058
2200-DSAAL,0,0,0,0,0,68,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,2,1,Electronic check,80.65,5330.2,2.612843137254902
2202-CUYXZ,1,1,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,Yes,No,0,1,Electronic check,84.85,84.85,2.828333333333333
2202-OUTMO,0,0,0,1,0,34,1,Yes,DSL,Yes,No,No,Yes,No,No,0,1,Bank transfer (automatic),60.85,2003.6,1.964313725490196
2203-GHNWN,0,0,0,1,0,24,1,Yes,Fiber optic,No,No,Yes,No,No,No,0,1,Mailed check,79.65,1928.7,2.67875
2205-LPVGL,0,1,1,1,1,58,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,1,1,Bank transfer (automatic),89.85,5125.75,2.9458333333333333
2205-YMZZJ,1,1,1,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,No,0,1,Electronic check,84.8,546.95,2.6045238095238097
2207-NHRJK,1,1,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,0,0,Electronic check,50.8,50.8,1.6933333333333331
2207-OBZNX,1,1,0,0,0,7,1,No,DSL,Yes,No,No,No,No,No,0,1,Mailed check,51.0,354.05,1.685952380952381
2207-QPJED,0,0,1,1,0,37,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,0,0,Electronic check,90.0,3371.75,3.0376126126126124
2207-RYYRL,0,1,0,1,1,52,1,Yes,No,No,No,No,No,No,No,2,0,Mailed check,24.55,1331.05,0.8532371794871795
2208-MPXIO,0,0,0,1,1,45,1,No,No,No,No,No,No,No,No,2,1,Bank transfer (automatic),20.0,886.4,0.6565925925925926
2208-NKVVH,0,1,0,1,1,43,1,Yes,No,No,No,No,No,No,No,2,0,Mailed check,24.25,1077.95,0.8356201550387597
2208-NQBCT,0,0,0,1,1,26,1,No,Fiber optic,Yes,Yes,No,No,No,No,0,0,Electronic check,81.95,2070.05,2.653910256410257
2208-UGTGR,0,1,0,0,0,56,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,0,Electronic check,98.6,5581.05,3.3220535714285715
2209-XADXF,0,0,0,0,0,1,0,No,DSL,No,No,No,No,No,No,0,0,Bank transfer (automatic),25.25,25.25,0.8416666666666667
2211-RMNHO,0,0,0,1,1,68,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2,0,Bank transfer (automatic),85.3,5560.0,2.7254901960784315
2212-LYASK,0,1,0,1,1,27,0,No,DSL,No,Yes,Yes,No,No,Yes,1,1,Credit card (automatic),45.85,1246.4,1.5387654320987656
2215-ZAFGX,0,1,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,Yes,No,0,1,Electronic check,85.5,791.7,2.9322222222222223
2219-MVUSO,1,1,0,0,0,8,1,No,DSL,No,No,No,No,No,No,0,1,Mailed check,45.15,438.4,1.8266666666666667
2220-IAHLS,0,0,0,0,0,1,1,No,No,No,No,No,No,No,No,0,0,Credit card (automatic),19.4,19.4,0.6466666666666666
2223-GDSHL,0,1,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Bank transfer (automatic),116.05,8297.5,3.8955399061032865
2223-KAGMX,1,0,0,0,0,15,1,No,No,No,No,No,No,No,No,0,0,Bank transfer (automatic),19.4,289.3,0.642888888888889
2225-ZRGSG,1,0,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,2,0,Bank transfer (automatic),93.9,6579.05,3.1328809523809524
2226-ICFDO,0,0,0,1,1,72,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2,1,Credit card (automatic),85.9,6110.75,2.8290509259259258
2227-JRSJX,0,0,0,0,0,21,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,0,1,Bank transfer (automatic),99.15,1956.4,3.1053968253968254
2228-BZDEE,0,0,0,0,0,54,1,No,No,No,No,No,No,No,No,2,0,Mailed check,20.1,1079.45,0.6663271604938272
2229-DPMBI,0,0,0,1,1,8,1,No,No,No,No,No,No,No,No,2,0,Mailed check,19.5,162.15,0.675625
2229-VWQJH,0,0,0,0,0,24,1,No,DSL,No,No,Yes,No,No,No,0,1,Credit card (automatic),49.3,1233.25,1.7128472222222222
2230-XTUWL,0,0,0,1,1,48,1,No,No,No,No,No,No,No,No,2,0,Mailed check,19.55,883.35,0.6134375
2232-DMLXU,1,0,0,1,0,1,1,No,DSL,No,No,No,No,Yes,No,0,0,Mailed check,55.2,55.2,1.84
2233-FAGXV,0,0,0,1,1,5,1,Yes,No,No,No,No,No,No,No,0,1,Mailed check,24.3,132.25,0.8816666666666667
2233-TXSIU,0,1,0,1,1,17,0,No,DSL,Yes,No,Yes,No,Yes,No,1,0,Credit card (automatic),44.45,792.15,1.553235294117647
2234-EOFPT,0,1,0,1,0,72,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,2,1,Bank transfer (automatic),79.35,5753.25,2.6635416666666667
2234-XADUH,0,0,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,1,Credit card (automatic),103.2,7362.9,3.40875
2235-DWLJU,0,0,1,0,0,6,0,No,DSL,No,No,No,No,Yes,Yes,0,1,Electronic check,44.4,263.05,1.4613888888888888
2235-EZAIK,0,0,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,2,0,Credit card (automatic),79.2,5401.9,2.5008796296296296
2235-ZGKPT,1,0,0,1,1,4,1,Yes,DSL,No,No,No,No,No,No,0,0,Mailed check,50.85,239.55,1.99625
2236-HILPA,0,1,0,1,1,62,1,No,No,No,No,No,No,No,No,2,0,Credit card (automatic),20.65,1218.45,0.6550806451612904
2237-ZFSMY,1,0,0,0,0,39,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,1,1,Electronic check,95.55,3692.85,3.156282051282051
2239-CFOUJ,0,1,0,1,1,1,1,No,No,No,No,No,No,No,No,1,0,Mailed check,20.4,20.4,0.6799999999999999
2239-CGBUZ,0,0,0,1,0,51,1,No,DSL,Yes,Yes,No,Yes,No,No,1,1,Bank transfer (automatic),60.5,3145.15,2.055653594771242
2239-JALAW,1,1,0,0,0,58,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,1,Bank transfer (automatic),103.25,6017.65,3.458419540229885
2240-HSJQD,0,1,0,0,1,38,1,Yes,Fiber optic,No,Yes,No,No,No,No,0,1,Mailed check,81.85,3141.7,2.755877192982456
2242-MFOTG,0,1,0,0,0,33,1,Yes,Fiber optic,Yes,No,No,No,No,No,1,0,Bank transfer (automatic),80.1,2603.3,2.6295959595959597
2243-FNMMI,0,1,0,0,0,20,1,No,No,No,No,No,No,No,No,0,0,Mailed check,19.4,415.4,0.6923333333333332
2245-ADZFJ,0,0,0,1,1,31,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,2,0,Bank transfer (automatic),80.55,2471.6,2.6576344086021506
2249-YPRNG,1,0,0,1,1,20,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,1,Bank transfer (automatic),105.85,2239.65,3.7327500000000002
2250-IVBWA,0,1,0,1,1,64,1,No,Fiber optic,Yes,Yes,No,No,No,No,0,0,Electronic check,81.05,5135.35,2.6746614583333335
2251-PYLPB,0,1,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2,0,Credit card (automatic),79.55,5810.9,2.690231481481481
2252-ISRNH,0,1,0,1,1,9,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,1,1,Electronic check,90.35,767.9,2.844074074074074
2252-JHJGE,0,1,0,0,0,61,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1,0,Electronic check,104.0,6363.45,3.477295081967213
2252-NKNSI,0,1,0,0,1,52,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,2,1,Mailed check,85.15,4461.85,2.8601602564102566
2253-KPMNB,0,0,0,1,1,69,0,No,DSL,Yes,Yes,Yes,Yes,No,No,2,0,Bank transfer (automatic),46.25,3121.4,1.5079227053140096
2254-DLXRI,0,0,0,0,0,1,1,Yes,Fiber optic,No,Yes,No,No,No,No,0,1,Mailed check,79.15,79.15,2.6383333333333336
2256-YLYLP,0,1,0,1,1,68,1,No,DSL,No,No,Yes,Yes,Yes,Yes,2,1,Bank transfer (automatic),72.95,4953.25,2.4280637254901962
2257-BOVXD,0,1,0,1,0,14,1,Yes,DSL,No,No,No,Yes,Yes,No,0,1,Credit card (automatic),66.6,979.5,2.3321428571428573
2259-OUUSZ,0,1,0,0,0,7,0,No,DSL,No,No,Yes,Yes,No,No,1,1,Credit card (automatic),35.5,249.55,1.1883333333333335
2260-USTRB,1,0,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,0,1,Bank transfer (automatic),70.2,115.95,1.9325
2262-SLNVK,0,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,0,0,Electronic check,70.1,70.1,2.3366666666666664
2263-SFSQZ,0,1,0,1,1,51,1,Yes,No,No,No,No,No,No,No,2,1,Mailed check,24.95,1222.25,0.7988562091503268
2265-CYWIV,1,0,1,1,0,4,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0,1,Electronic check,99.6,347.65,2.8970833333333332
2266-FUBDZ,0,1,0,1,1,15,1,No,No,No,No,No,No,No,No,2,0,Mailed check,19.35,278.85,0.6196666666666667
2266-SJNAT,0,0,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,0,Credit card (automatic),109.15,7789.6,3.6062962962962963
2267-FPIMA,0,1,0,1,0,50,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,0,1,Credit card (automatic),94.4,4914.9,3.2765999999999997
2267-WTPYD,0,0,1,1,0,57,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,0,0,Credit card (automatic),94.0,5438.95,3.180672514619883
2270-CHBFN,0,0,0,1,0,44,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,0,1,Credit card (automatic),95.1,4060.55,3.0761742424242424
2272-JKMSI,0,0,0,1,1,62,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,1,Electronic check,110.8,6840.95,3.6779301075268815
2272-QAGFO,1,0,1,0,0,14,1,Yes,Fiber optic,No,No,No,No,No,No,0,1,Electronic check,74.3,1096.25,2.6101190476190474
2272-UOINI,0,0,0,0,0,7,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,0,1,Electronic check,78.5,571.05,2.719285714285714
2272-WUSPA,0,0,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,2,1,Electronic check,110.75,7751.7,3.58875
2273-QCKXA,0,1,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,0,0,Mailed check,49.05,49.05,1.635
2274-XUATA,0,1,1,1,0,72,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Bank transfer (automatic),63.1,4685.55,2.169236111111111
2275-RBYQS,0,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,0,1,Mailed check,45.4,45.4,1.5133333333333332
2276-YDAVZ,1,0,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,0,1,Credit card (automatic),75.1,270.7,3.0077777777777777
2277-AXSDC,0,0,0,0,0,32,1,No,No,No,No,No,No,No,No,1,0,Bank transfer (automatic),19.75,624.15,0.65015625
2277-BKJKN,0,0,1,1,0,71,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,2,1,Electronic check,99.2,7213.75,3.386737089201878
2277-DJJDL,0,1,1,1,0,60,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,0,1,Electronic check,99.0,6017.9,3.343277777777778
2277-VWCNI,0,0,1,0,0,4,1,Yes,DSL,No,No,No,No,No,No,0,0,Mailed check,48.75,179.85,1.49875
2279-AXJJK,0,1,0,1,0,52,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,0,1,Credit card (automatic),95.65,5088.4,3.2617948717948715
2282-YGNOR,0,0,0,0,0,29,1,No,DSL,Yes,No,Yes,Yes,No,No,1,0,Credit card (automatic),58.0,1734.5,1.9936781609195402
2284-VFLKH,0,1,0,1,0,49,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,1,1,Credit card (automatic),99.25,4920.8,3.347482993197279
2292-XQWSV,0,1,0,1,1,40,0,No,DSL,No,Yes,Yes,Yes,Yes,Yes,1,0,Mailed check,60.3,2448.5,2.0404166666666668
2293-IJWPS,0,0,0,1,0,57,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,1,Credit card (automatic),100.75,5985.0,3.5
2294-DMMUS,0,0,0,1,1,62,1,Yes,DSL,No,No,No,No,Yes,Yes,0,1,Credit card (automatic),70.45,4300.45,2.3120698924731182
2294-SALNE,0,1,0,1,1,23,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,1,0,Mailed check,86.8,1940.8,2.8127536231884056
2296-DKZFP,0,0,0,1,0,65,1,No,DSL,Yes,Yes,Yes,No,No,Yes,2,0,Bank transfer (automatic),71.0,4386.2,2.2493333333333334
2300-RQGOI,0,0,0,0,0,38,1,No,No,No,No,No,No,No,No,2,0,Mailed check,20.05,741.5,0.650438596491228
2302-ANTDP,1,0,1,1,0,48,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Electronic check,117.45,5438.9,3.7770138888888884
2302-OUZXB,0,1,0,1,0,72,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,2,0,Bank transfer (automatic),82.15,5784.3,2.677916666666667
2303-PJYHN,0,0,0,1,0,2,1,No,No,No,No,No,No,No,No,0,0,Bank transfer (automatic),19.85,52.0,0.8666666666666667
2305-MRGLV,0,1,0,1,0,28,1,No,Fiber optic,No,No,No,Yes,No,No,0,0,Bank transfer (automatic),76.55,2065.4,2.458809523809524
2307-FYNNL,0,1,1,0,0,65,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,2,1,Electronic check,109.05,7108.2,3.645230769230769
2308-STERM,0,0,0,0,0,2,1,No,No,No,No,No,No,No,No,0,0,Mailed check,19.4,61.05,1.0174999999999998
2309-OSFEU,1,1,0,0,0,10,0,No,DSL,No,No,No,No,No,Yes,0,1,Mailed check,33.9,298.45,0.9948333333333333
2311-QYMUQ,1,0,0,1,1,16,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,0,1,Credit card (automatic),89.45,1430.25,2.9796875
2314-TNDJQ,0,0,0,1,1,72,0,No,DSL,Yes,Yes,Yes,Yes,No,Yes,2,0,Credit card (automatic),55.65,3880.05,1.7963194444444446
2316-ESMLS,0,0,0,1,1,12,0,No,DSL,Yes,No,No,Yes,No,No,1,0,Credit card (automatic),33.15,444.75,1.2354166666666666
2320-JRSDE,1,0,0,1,1,1,1,No,No,No,No,No,No,No,No,0,1,Electronic check,19.9,19.9,0.6633333333333333
2320-SLKMB,0,0,0,0,0,26,0,No,DSL,No,No,Yes,Yes,Yes,No,0,1,Credit card (automatic),44.45,1183.8,1.5176923076923077
2320-TZRRH,0,0,0,0,0,20,1,No,No,No,No,No,No,No,No,1,0,Mailed check,19.5,403.15,0.6719166666666666
2320-YKQBO,0,0,0,0,0,7,1,No,No,No,No,No,No,No,No,0,0,Mailed check,19.3,144.95,0.6902380952380952
2321-OMBXY,1,0,0,1,1,38,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,1,0,Credit card (automatic),80.3,3058.65,2.6830263157894736
2322-VCZHZ,0,1,1,1,0,23,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,0,1,Electronic check,90.0,2024.1,2.933478260869565
